cv_2,3F936,,MLeader,""
cv_2304,1FD,3F40B,Arc,"WHB1_42"
cv_2305,1FF,3F40B,Arc,"WHB1_42"
cv_2306,1EE,3F40B,Circle,"WHB1_42"
cv_2308,10A,3F40E,Circle,"WHB2_43"
cv_2309,10B,3F40E,Polyline,"WHB2_43"
cv_2310,107,3F40E,Line,"WHB2_43"
cv_2311,108,3F40E,Line,"WHB2_43"
cv_2312,109,3F40E,Line,"WHB2_43"
cv_2313,10C,3F40E,Arc,"WHB2_43"
cv_2314,10D,3F40E,Arc,"WHB2_43"
cv_2315,10E,3F40E,Arc,"WHB2_43"
cv_2316,10F,3F40E,Arc,"WHB2_43"
cv_2317,110,3F40E,Arc,"WHB2_43"
cv_2319,87,3F426,Line,"STANDARD_44"
cv_2320,88,3F426,Line,"STANDARD_44"
cv_2321,8A,3F426,Line,"STANDARD_44"
cv_2322,8B,3F426,Line,"STANDARD_44"
cv_2323,8C,3F426,Line,"STANDARD_44"
cv_2324,8D,3F426,Line,"STANDARD_44"
cv_2325,8E,3F426,Line,"STANDARD_44"
cv_2326,8F,3F426,Line,"STANDARD_44"
cv_2327,90,3F426,Line,"STANDARD_44"
cv_2328,91,3F426,Line,"STANDARD_44"
cv_2329,89,3F426,Arc,"STANDARD_44"
cv_2331,87,3F427,Line,"STANDARD_45"
cv_2332,88,3F427,Line,"STANDARD_45"
cv_2333,8A,3F427,Line,"STANDARD_45"
cv_2334,8B,3F427,Line,"STANDARD_45"
cv_2335,8C,3F427,Line,"STANDARD_45"
cv_2336,8D,3F427,Line,"STANDARD_45"
cv_2337,8E,3F427,Line,"STANDARD_45"
cv_2338,8F,3F427,Line,"STANDARD_45"
cv_2339,90,3F427,Line,"STANDARD_45"
cv_2340,91,3F427,Line,"STANDARD_45"
cv_2341,89,3F427,Arc,"STANDARD_45"
cv_2343,87,3F42C,Line,"STANDARD_46"
cv_2344,88,3F42C,Line,"STANDARD_46"
cv_2345,8A,3F42C,Line,"STANDARD_46"
cv_2346,8B,3F42C,Line,"STANDARD_46"
cv_2347,8C,3F42C,Line,"STANDARD_46"
cv_2348,8D,3F42C,Line,"STANDARD_46"
cv_2349,8E,3F42C,Line,"STANDARD_46"
cv_2350,8F,3F42C,Line,"STANDARD_46"
cv_2351,90,3F42C,Line,"STANDARD_46"
cv_2352,91,3F42C,Line,"STANDARD_46"
cv_2353,89,3F42C,Arc,"STANDARD_46"
cv_2355,247,3F440,Arc,"SINKRH_47"
cv_2356,249,3F440,Arc,"SINKRH_47"
cv_2357,24B,3F440,Arc,"SINKRH_47"
cv_2358,24D,3F440,Arc,"SINKRH_47"
cv_2359,24F,3F440,Arc,"SINKRH_47"
cv_2360,251,3F440,Arc,"SINKRH_47"
cv_2361,254,3F440,Arc,"SINKRH_47"
cv_2362,256,3F440,Arc,"SINKRH_47"
cv_2363,258,3F440,Arc,"SINKRH_47"
cv_2364,25B,3F440,Arc,"SINKRH_47"
cv_2365,25C,3F440,Arc,"SINKRH_47"
cv_2366,261,3F440,Arc,"SINKRH_47"
cv_2367,269,3F440,Arc,"SINKRH_47"
cv_2368,26A,3F440,Arc,"SINKRH_47"
cv_2369,26D,3F440,Arc,"SINKRH_47"
cv_2370,26E,3F440,Arc,"SINKRH_47"
cv_2371,271,3F440,Arc,"SINKRH_47"
cv_2372,272,3F440,Arc,"SINKRH_47"
cv_2373,275,3F440,Arc,"SINKRH_47"
cv_2374,276,3F440,Arc,"SINKRH_47"
cv_2375,23E,3F440,Line,"SINKRH_47"
cv_2376,23F,3F440,Line,"SINKRH_47"
cv_2377,240,3F440,Line,"SINKRH_47"
cv_2378,241,3F440,Line,"SINKRH_47"
cv_2379,242,3F440,Line,"SINKRH_47"
cv_2380,243,3F440,Line,"SINKRH_47"
cv_2381,244,3F440,Line,"SINKRH_47"
cv_2382,245,3F440,Line,"SINKRH_47"
cv_2383,246,3F440,Line,"SINKRH_47"
cv_2384,248,3F440,Line,"SINKRH_47"
cv_2385,24A,3F440,Line,"SINKRH_47"
cv_2386,24C,3F440,Line,"SINKRH_47"
cv_2387,24E,3F440,Line,"SINKRH_47"
cv_2388,250,3F440,Line,"SINKRH_47"
cv_2389,252,3F440,Line,"SINKRH_47"
cv_2390,253,3F440,Line,"SINKRH_47"
cv_2391,255,3F440,Line,"SINKRH_47"
cv_2392,257,3F440,Line,"SINKRH_47"
cv_2393,259,3F440,Line,"SINKRH_47"
cv_2394,25A,3F440,Line,"SINKRH_47"
cv_2395,25D,3F440,Line,"SINKRH_47"
cv_2396,25E,3F440,Line,"SINKRH_47"
cv_2397,25F,3F440,Line,"SINKRH_47"
cv_2398,260,3F440,Line,"SINKRH_47"
cv_2399,262,3F440,Line,"SINKRH_47"
cv_2400,263,3F440,Line,"SINKRH_47"
cv_2401,264,3F440,Line,"SINKRH_47"
cv_2402,265,3F440,Line,"SINKRH_47"
cv_2403,266,3F440,Line,"SINKRH_47"
cv_2404,267,3F440,Line,"SINKRH_47"
cv_2405,268,3F440,Line,"SINKRH_47"
cv_2406,26B,3F440,Line,"SINKRH_47"
cv_2407,26C,3F440,Line,"SINKRH_47"
cv_2408,26F,3F440,Line,"SINKRH_47"
cv_2409,270,3F440,Line,"SINKRH_47"
cv_2410,273,3F440,Line,"SINKRH_47"
cv_2411,274,3F440,Line,"SINKRH_47"
cv_2412,277,3F440,Line,"SINKRH_47"
cv_2414,87,3F448,Line,"STANDARD_48"
cv_2415,88,3F448,Line,"STANDARD_48"
cv_2416,8A,3F448,Line,"STANDARD_48"
cv_2417,8B,3F448,Line,"STANDARD_48"
cv_2418,8C,3F448,Line,"STANDARD_48"
cv_2419,8D,3F448,Line,"STANDARD_48"
cv_2420,8E,3F448,Line,"STANDARD_48"
cv_2421,8F,3F448,Line,"STANDARD_48"
cv_2422,90,3F448,Line,"STANDARD_48"
cv_2423,91,3F448,Line,"STANDARD_48"
cv_2424,89,3F448,Arc,"STANDARD_48"
cv_2426,87,3F44D,Line,"STANDARD_49"
cv_2427,88,3F44D,Line,"STANDARD_49"
cv_2428,8A,3F44D,Line,"STANDARD_49"
cv_2429,8B,3F44D,Line,"STANDARD_49"
cv_2430,8C,3F44D,Line,"STANDARD_49"
cv_2431,8D,3F44D,Line,"STANDARD_49"
cv_2432,8E,3F44D,Line,"STANDARD_49"
cv_2433,8F,3F44D,Line,"STANDARD_49"
cv_2434,90,3F44D,Line,"STANDARD_49"
cv_2435,91,3F44D,Line,"STANDARD_49"
cv_2436,89,3F44D,Arc,"STANDARD_49"
cv_2438,87,3F4C6,Line,"STANDARD_50"
cv_2439,88,3F4C6,Line,"STANDARD_50"
cv_2440,8A,3F4C6,Line,"STANDARD_50"
cv_2441,8B,3F4C6,Line,"STANDARD_50"
cv_2442,8C,3F4C6,Line,"STANDARD_50"
cv_2443,8D,3F4C6,Line,"STANDARD_50"
cv_2444,8E,3F4C6,Line,"STANDARD_50"
cv_2445,8F,3F4C6,Line,"STANDARD_50"
cv_2446,90,3F4C6,Line,"STANDARD_50"
cv_2447,91,3F4C6,Line,"STANDARD_50"
cv_2448,89,3F4C6,Arc,"STANDARD_50"
cv_2450,87,3F4C7,Line,"STANDARD_51"
cv_2451,88,3F4C7,Line,"STANDARD_51"
cv_2452,8A,3F4C7,Line,"STANDARD_51"
cv_2453,8B,3F4C7,Line,"STANDARD_51"
cv_2454,8C,3F4C7,Line,"STANDARD_51"
cv_2455,8D,3F4C7,Line,"STANDARD_51"
cv_2456,8E,3F4C7,Line,"STANDARD_51"
cv_2457,8F,3F4C7,Line,"STANDARD_51"
cv_2458,90,3F4C7,Line,"STANDARD_51"
cv_2459,91,3F4C7,Line,"STANDARD_51"
cv_2460,89,3F4C7,Arc,"STANDARD_51"
cv_2462,87,3F4C8,Line,"STANDARD_52"
cv_2463,88,3F4C8,Line,"STANDARD_52"
cv_2464,8A,3F4C8,Line,"STANDARD_52"
cv_2465,8B,3F4C8,Line,"STANDARD_52"
cv_2466,8C,3F4C8,Line,"STANDARD_52"
cv_2467,8D,3F4C8,Line,"STANDARD_52"
cv_2468,8E,3F4C8,Line,"STANDARD_52"
cv_2469,8F,3F4C8,Line,"STANDARD_52"
cv_2470,90,3F4C8,Line,"STANDARD_52"
cv_2471,91,3F4C8,Line,"STANDARD_52"
cv_2472,89,3F4C8,Arc,"STANDARD_52"
cv_2474,247,3F4CC,Arc,"SINKRH_53"
cv_2475,249,3F4CC,Arc,"SINKRH_53"
cv_2476,24B,3F4CC,Arc,"SINKRH_53"
cv_2477,24D,3F4CC,Arc,"SINKRH_53"
cv_2478,24F,3F4CC,Arc,"SINKRH_53"
cv_2479,251,3F4CC,Arc,"SINKRH_53"
cv_2480,254,3F4CC,Arc,"SINKRH_53"
cv_2481,256,3F4CC,Arc,"SINKRH_53"
cv_2482,258,3F4CC,Arc,"SINKRH_53"
cv_2483,25B,3F4CC,Arc,"SINKRH_53"
cv_2484,25C,3F4CC,Arc,"SINKRH_53"
cv_2485,261,3F4CC,Arc,"SINKRH_53"
cv_2486,269,3F4CC,Arc,"SINKRH_53"
cv_2487,26A,3F4CC,Arc,"SINKRH_53"
cv_2488,26D,3F4CC,Arc,"SINKRH_53"
cv_2489,26E,3F4CC,Arc,"SINKRH_53"
cv_2490,271,3F4CC,Arc,"SINKRH_53"
cv_2491,272,3F4CC,Arc,"SINKRH_53"
cv_2492,275,3F4CC,Arc,"SINKRH_53"
cv_2493,276,3F4CC,Arc,"SINKRH_53"
cv_2494,23E,3F4CC,Line,"SINKRH_53"
cv_2495,23F,3F4CC,Line,"SINKRH_53"
cv_2496,240,3F4CC,Line,"SINKRH_53"
cv_2497,241,3F4CC,Line,"SINKRH_53"
cv_2498,242,3F4CC,Line,"SINKRH_53"
cv_2499,243,3F4CC,Line,"SINKRH_53"
cv_2500,244,3F4CC,Line,"SINKRH_53"
cv_2501,245,3F4CC,Line,"SINKRH_53"
cv_2502,246,3F4CC,Line,"SINKRH_53"
cv_2503,248,3F4CC,Line,"SINKRH_53"
cv_2504,24A,3F4CC,Line,"SINKRH_53"
cv_2505,24C,3F4CC,Line,"SINKRH_53"
cv_2506,24E,3F4CC,Line,"SINKRH_53"
cv_2507,250,3F4CC,Line,"SINKRH_53"
cv_2508,252,3F4CC,Line,"SINKRH_53"
cv_2509,253,3F4CC,Line,"SINKRH_53"
cv_2510,255,3F4CC,Line,"SINKRH_53"
cv_2511,257,3F4CC,Line,"SINKRH_53"
cv_2512,259,3F4CC,Line,"SINKRH_53"
cv_2513,25A,3F4CC,Line,"SINKRH_53"
cv_2514,25D,3F4CC,Line,"SINKRH_53"
cv_2515,25E,3F4CC,Line,"SINKRH_53"
cv_2516,25F,3F4CC,Line,"SINKRH_53"
cv_2517,260,3F4CC,Line,"SINKRH_53"
cv_2518,262,3F4CC,Line,"SINKRH_53"
cv_2519,263,3F4CC,Line,"SINKRH_53"
cv_2520,264,3F4CC,Line,"SINKRH_53"
cv_2521,265,3F4CC,Line,"SINKRH_53"
cv_2522,266,3F4CC,Line,"SINKRH_53"
cv_2523,267,3F4CC,Line,"SINKRH_53"
cv_2524,268,3F4CC,Line,"SINKRH_53"
cv_2525,26B,3F4CC,Line,"SINKRH_53"
cv_2526,26C,3F4CC,Line,"SINKRH_53"
cv_2527,26F,3F4CC,Line,"SINKRH_53"
cv_2528,270,3F4CC,Line,"SINKRH_53"
cv_2529,273,3F4CC,Line,"SINKRH_53"
cv_2530,274,3F4CC,Line,"SINKRH_53"
cv_2531,277,3F4CC,Line,"SINKRH_53"
cv_2533,87,3F4D5,Line,"STANDARD_54"
cv_2534,88,3F4D5,Line,"STANDARD_54"
cv_2535,8A,3F4D5,Line,"STANDARD_54"
cv_2536,8B,3F4D5,Line,"STANDARD_54"
cv_2537,8C,3F4D5,Line,"STANDARD_54"
cv_2538,8D,3F4D5,Line,"STANDARD_54"
cv_2539,8E,3F4D5,Line,"STANDARD_54"
cv_2540,8F,3F4D5,Line,"STANDARD_54"
cv_2541,90,3F4D5,Line,"STANDARD_54"
cv_2542,91,3F4D5,Line,"STANDARD_54"
cv_2543,89,3F4D5,Arc,"STANDARD_54"
cv_2545,87,3F4E5,Line,"STANDARD_55"
cv_2546,88,3F4E5,Line,"STANDARD_55"
cv_2547,8A,3F4E5,Line,"STANDARD_55"
cv_2548,8B,3F4E5,Line,"STANDARD_55"
cv_2549,8C,3F4E5,Line,"STANDARD_55"
cv_2550,8D,3F4E5,Line,"STANDARD_55"
cv_2551,8E,3F4E5,Line,"STANDARD_55"
cv_2552,8F,3F4E5,Line,"STANDARD_55"
cv_2553,90,3F4E5,Line,"STANDARD_55"
cv_2554,91,3F4E5,Line,"STANDARD_55"
cv_2555,89,3F4E5,Arc,"STANDARD_55"
cv_2557,87,3F4E6,Line,"STANDARD_56"
cv_2558,88,3F4E6,Line,"STANDARD_56"
cv_2559,8A,3F4E6,Line,"STANDARD_56"
cv_2560,8B,3F4E6,Line,"STANDARD_56"
cv_2561,8C,3F4E6,Line,"STANDARD_56"
cv_2562,8D,3F4E6,Line,"STANDARD_56"
cv_2563,8E,3F4E6,Line,"STANDARD_56"
cv_2564,8F,3F4E6,Line,"STANDARD_56"
cv_2565,90,3F4E6,Line,"STANDARD_56"
cv_2566,91,3F4E6,Line,"STANDARD_56"
cv_2567,89,3F4E6,Arc,"STANDARD_56"
cv_2569,87,3F51C,Line,"STANDARD_57"
cv_2570,88,3F51C,Line,"STANDARD_57"
cv_2571,8A,3F51C,Line,"STANDARD_57"
cv_2572,8B,3F51C,Line,"STANDARD_57"
cv_2573,8C,3F51C,Line,"STANDARD_57"
cv_2574,8D,3F51C,Line,"STANDARD_57"
cv_2575,8E,3F51C,Line,"STANDARD_57"
cv_2576,8F,3F51C,Line,"STANDARD_57"
cv_2577,90,3F51C,Line,"STANDARD_57"
cv_2578,91,3F51C,Line,"STANDARD_57"
cv_2579,89,3F51C,Arc,"STANDARD_57"
cv_2581,87,3F521,Line,"STANDARD_58"
cv_2582,88,3F521,Line,"STANDARD_58"
cv_2583,8A,3F521,Line,"STANDARD_58"
cv_2584,8B,3F521,Line,"STANDARD_58"
cv_2585,8C,3F521,Line,"STANDARD_58"
cv_2586,8D,3F521,Line,"STANDARD_58"
cv_2587,8E,3F521,Line,"STANDARD_58"
cv_2588,8F,3F521,Line,"STANDARD_58"
cv_2589,90,3F521,Line,"STANDARD_58"
cv_2590,91,3F521,Line,"STANDARD_58"
cv_2591,89,3F521,Arc,"STANDARD_58"
cv_2593,87,3F533,Line,"STANDARD_59"
cv_2594,88,3F533,Line,"STANDARD_59"
cv_2595,8A,3F533,Line,"STANDARD_59"
cv_2596,8B,3F533,Line,"STANDARD_59"
cv_2597,8C,3F533,Line,"STANDARD_59"
cv_2598,8D,3F533,Line,"STANDARD_59"
cv_2599,8E,3F533,Line,"STANDARD_59"
cv_2600,8F,3F533,Line,"STANDARD_59"
cv_2601,90,3F533,Line,"STANDARD_59"
cv_2602,91,3F533,Line,"STANDARD_59"
cv_2603,89,3F533,Arc,"STANDARD_59"
cv_2605,87,3F534,Line,"STANDARD_60"
cv_2606,88,3F534,Line,"STANDARD_60"
cv_2607,8A,3F534,Line,"STANDARD_60"
cv_2608,8B,3F534,Line,"STANDARD_60"
cv_2609,8C,3F534,Line,"STANDARD_60"
cv_2610,8D,3F534,Line,"STANDARD_60"
cv_2611,8E,3F534,Line,"STANDARD_60"
cv_2612,8F,3F534,Line,"STANDARD_60"
cv_2613,90,3F534,Line,"STANDARD_60"
cv_2614,91,3F534,Line,"STANDARD_60"
cv_2615,89,3F534,Arc,"STANDARD_60"
cv_2617,1D1,3F535,Polyline,"WC1_61"
cv_2618,1DD,3F535,Polyline,"WC1_61"
cv_2619,1CE,3F535,Line,"WC1_61"
cv_2620,1CF,3F535,Line,"WC1_61"
cv_2621,1D0,3F535,Line,"WC1_61"
cv_2622,1D2,3F535,Line,"WC1_61"
cv_2623,1D3,3F535,Line,"WC1_61"
cv_2624,1D4,3F535,Line,"WC1_61"
cv_2625,1D5,3F535,Line,"WC1_61"
cv_2626,1D6,3F535,Line,"WC1_61"
cv_2627,1D7,3F535,Line,"WC1_61"
cv_2628,1D8,3F535,Line,"WC1_61"
cv_2629,1D9,3F535,Arc,"WC1_61"
cv_2630,1DA,3F535,Arc,"WC1_61"
cv_2631,1DB,3F535,Arc,"WC1_61"
cv_2632,1DC,3F535,Arc,"WC1_61"
cv_2634,10A,3F536,Circle,"WHB2_62"
cv_2635,10B,3F536,Polyline,"WHB2_62"
cv_2636,107,3F536,Line,"WHB2_62"
cv_2637,108,3F536,Line,"WHB2_62"
cv_2638,109,3F536,Line,"WHB2_62"
cv_2639,10C,3F536,Arc,"WHB2_62"
cv_2640,10D,3F536,Arc,"WHB2_62"
cv_2641,10E,3F536,Arc,"WHB2_62"
cv_2642,10F,3F536,Arc,"WHB2_62"
cv_2643,110,3F536,Arc,"WHB2_62"
cv_2645,87,3F565,Line,"STANDARD_63"
cv_2646,88,3F565,Line,"STANDARD_63"
cv_2647,8A,3F565,Line,"STANDARD_63"
cv_2648,8B,3F565,Line,"STANDARD_63"
cv_2649,8C,3F565,Line,"STANDARD_63"
cv_2650,8D,3F565,Line,"STANDARD_63"
cv_2651,8E,3F565,Line,"STANDARD_63"
cv_2652,8F,3F565,Line,"STANDARD_63"
cv_2653,90,3F565,Line,"STANDARD_63"
cv_2654,91,3F565,Line,"STANDARD_63"
cv_2655,89,3F565,Arc,"STANDARD_63"
cv_2657,87,3F566,Line,"STANDARD_64"
cv_2658,88,3F566,Line,"STANDARD_64"
cv_2659,8A,3F566,Line,"STANDARD_64"
cv_2660,8B,3F566,Line,"STANDARD_64"
cv_2661,8C,3F566,Line,"STANDARD_64"
cv_2662,8D,3F566,Line,"STANDARD_64"
cv_2663,8E,3F566,Line,"STANDARD_64"
cv_2664,8F,3F566,Line,"STANDARD_64"
cv_2665,90,3F566,Line,"STANDARD_64"
cv_2666,91,3F566,Line,"STANDARD_64"
cv_2667,89,3F566,Arc,"STANDARD_64"
cv_2669,87,3F584,Line,"STANDARD_65"
cv_2670,88,3F584,Line,"STANDARD_65"
cv_2671,8A,3F584,Line,"STANDARD_65"
cv_2672,8B,3F584,Line,"STANDARD_65"
cv_2673,8C,3F584,Line,"STANDARD_65"
cv_2674,8D,3F584,Line,"STANDARD_65"
cv_2675,8E,3F584,Line,"STANDARD_65"
cv_2676,8F,3F584,Line,"STANDARD_65"
cv_2677,90,3F584,Line,"STANDARD_65"
cv_2678,91,3F584,Line,"STANDARD_65"
cv_2679,89,3F584,Arc,"STANDARD_65"
cv_2681,87,3F585,Line,"STANDARD_66"
cv_2682,88,3F585,Line,"STANDARD_66"
cv_2683,8A,3F585,Line,"STANDARD_66"
cv_2684,8B,3F585,Line,"STANDARD_66"
cv_2685,8C,3F585,Line,"STANDARD_66"
cv_2686,8D,3F585,Line,"STANDARD_66"
cv_2687,8E,3F585,Line,"STANDARD_66"
cv_2688,8F,3F585,Line,"STANDARD_66"
cv_2689,90,3F585,Line,"STANDARD_66"
cv_2690,91,3F585,Line,"STANDARD_66"
cv_2691,89,3F585,Arc,"STANDARD_66"
cv_2693,10A,3F586,Circle,"WHB2_67"
cv_2694,10B,3F586,Polyline,"WHB2_67"
cv_2695,107,3F586,Line,"WHB2_67"
cv_2696,108,3F586,Line,"WHB2_67"
cv_2697,109,3F586,Line,"WHB2_67"
cv_2698,10C,3F586,Arc,"WHB2_67"
cv_2699,10D,3F586,Arc,"WHB2_67"
cv_2700,10E,3F586,Arc,"WHB2_67"
cv_2701,10F,3F586,Arc,"WHB2_67"
cv_2702,110,3F586,Arc,"WHB2_67"
cv_2704,1D1,3F587,Polyline,"WC1_68"
cv_2705,1DD,3F587,Polyline,"WC1_68"
cv_2706,1CE,3F587,Line,"WC1_68"
cv_2707,1CF,3F587,Line,"WC1_68"
cv_2708,1D0,3F587,Line,"WC1_68"
cv_2709,1D2,3F587,Line,"WC1_68"
cv_2710,1D3,3F587,Line,"WC1_68"
cv_2711,1D4,3F587,Line,"WC1_68"
cv_2712,1D5,3F587,Line,"WC1_68"
cv_2713,1D6,3F587,Line,"WC1_68"
cv_2714,1D7,3F587,Line,"WC1_68"
cv_2715,1D8,3F587,Line,"WC1_68"
cv_2716,1D9,3F587,Arc,"WC1_68"
cv_2717,1DA,3F587,Arc,"WC1_68"
cv_2718,1DB,3F587,Arc,"WC1_68"
cv_2719,1DC,3F587,Arc,"WC1_68"
cv_2721,87,3F5AE,Line,"STANDARD_69"
cv_2722,88,3F5AE,Line,"STANDARD_69"
cv_2723,8A,3F5AE,Line,"STANDARD_69"
cv_2724,8B,3F5AE,Line,"STANDARD_69"
cv_2725,8C,3F5AE,Line,"STANDARD_69"
cv_2726,8D,3F5AE,Line,"STANDARD_69"
cv_2727,8E,3F5AE,Line,"STANDARD_69"
cv_2728,8F,3F5AE,Line,"STANDARD_69"
cv_2729,90,3F5AE,Line,"STANDARD_69"
cv_2730,91,3F5AE,Line,"STANDARD_69"
cv_2731,89,3F5AE,Arc,"STANDARD_69"
cv_2733,87,3F5CD,Line,"STANDARD_70"
cv_2734,88,3F5CD,Line,"STANDARD_70"
cv_2735,8A,3F5CD,Line,"STANDARD_70"
cv_2736,8B,3F5CD,Line,"STANDARD_70"
cv_2737,8C,3F5CD,Line,"STANDARD_70"
cv_2738,8D,3F5CD,Line,"STANDARD_70"
cv_2739,8E,3F5CD,Line,"STANDARD_70"
cv_2740,8F,3F5CD,Line,"STANDARD_70"
cv_2741,90,3F5CD,Line,"STANDARD_70"
cv_2742,91,3F5CD,Line,"STANDARD_70"
cv_2743,89,3F5CD,Arc,"STANDARD_70"
cv_2745,87,3F5DB,Line,"STANDARD_71"
cv_2746,88,3F5DB,Line,"STANDARD_71"
cv_2747,8A,3F5DB,Line,"STANDARD_71"
cv_2748,8B,3F5DB,Line,"STANDARD_71"
cv_2749,8C,3F5DB,Line,"STANDARD_71"
cv_2750,8D,3F5DB,Line,"STANDARD_71"
cv_2751,8E,3F5DB,Line,"STANDARD_71"
cv_2752,8F,3F5DB,Line,"STANDARD_71"
cv_2753,90,3F5DB,Line,"STANDARD_71"
cv_2754,91,3F5DB,Line,"STANDARD_71"
cv_2755,89,3F5DB,Arc,"STANDARD_71"
cv_2757,87,3F607,Line,"STANDARD_72"
cv_2758,88,3F607,Line,"STANDARD_72"
cv_2759,8A,3F607,Line,"STANDARD_72"
cv_2760,8B,3F607,Line,"STANDARD_72"
cv_2761,8C,3F607,Line,"STANDARD_72"
cv_2762,8D,3F607,Line,"STANDARD_72"
cv_2763,8E,3F607,Line,"STANDARD_72"
cv_2764,8F,3F607,Line,"STANDARD_72"
cv_2765,90,3F607,Line,"STANDARD_72"
cv_2766,91,3F607,Line,"STANDARD_72"
cv_2767,89,3F607,Arc,"STANDARD_72"
cv_2769,87,3F608,Line,"STANDARD_73"
cv_2770,88,3F608,Line,"STANDARD_73"
cv_2771,8A,3F608,Line,"STANDARD_73"
cv_2772,8B,3F608,Line,"STANDARD_73"
cv_2773,8C,3F608,Line,"STANDARD_73"
cv_2774,8D,3F608,Line,"STANDARD_73"
cv_2775,8E,3F608,Line,"STANDARD_73"
cv_2776,8F,3F608,Line,"STANDARD_73"
cv_2777,90,3F608,Line,"STANDARD_73"
cv_2778,91,3F608,Line,"STANDARD_73"
cv_2779,89,3F608,Arc,"STANDARD_73"
cv_2781,10B,3F609,Polyline,"WHB2_74"
cv_2782,107,3F609,Line,"WHB2_74"
cv_2783,108,3F609,Line,"WHB2_74"
cv_2784,109,3F609,Line,"WHB2_74"
cv_2785,10C,3F609,Arc,"WHB2_74"
cv_2786,10D,3F609,Arc,"WHB2_74"
cv_2787,10E,3F609,Arc,"WHB2_74"
cv_2788,10F,3F609,Arc,"WHB2_74"
cv_2789,110,3F609,Arc,"WHB2_74"
cv_2790,10A,3F609,Circle,"WHB2_74"
cv_2792,10B,3F60A,Polyline,"WHB2_75"
cv_2793,107,3F60A,Line,"WHB2_75"
cv_2794,108,3F60A,Line,"WHB2_75"
cv_2795,109,3F60A,Line,"WHB2_75"
cv_2796,10C,3F60A,Arc,"WHB2_75"
cv_2797,10D,3F60A,Arc,"WHB2_75"
cv_2798,10E,3F60A,Arc,"WHB2_75"
cv_2799,10F,3F60A,Arc,"WHB2_75"
cv_2800,110,3F60A,Arc,"WHB2_75"
cv_2801,10A,3F60A,Circle,"WHB2_75"
cv_2803,87,3F611,Line,"STANDARD_76"
cv_2804,88,3F611,Line,"STANDARD_76"
cv_2805,8A,3F611,Line,"STANDARD_76"
cv_2806,8B,3F611,Line,"STANDARD_76"
cv_2807,8C,3F611,Line,"STANDARD_76"
cv_2808,8D,3F611,Line,"STANDARD_76"
cv_2809,8E,3F611,Line,"STANDARD_76"
cv_2810,8F,3F611,Line,"STANDARD_76"
cv_2811,90,3F611,Line,"STANDARD_76"
cv_2812,91,3F611,Line,"STANDARD_76"
cv_2813,89,3F611,Arc,"STANDARD_76"
cv_2815,87,3F616,Line,"STANDARD_77"
cv_2816,88,3F616,Line,"STANDARD_77"
cv_2817,8A,3F616,Line,"STANDARD_77"
cv_2818,8B,3F616,Line,"STANDARD_77"
cv_2819,8C,3F616,Line,"STANDARD_77"
cv_2820,8D,3F616,Line,"STANDARD_77"
cv_2821,8E,3F616,Line,"STANDARD_77"
cv_2822,8F,3F616,Line,"STANDARD_77"
cv_2823,90,3F616,Line,"STANDARD_77"
cv_2824,91,3F616,Line,"STANDARD_77"
cv_2825,89,3F616,Arc,"STANDARD_77"
cv_2827,247,3F61B,Arc,"SINKRH_78"
cv_2828,249,3F61B,Arc,"SINKRH_78"
cv_2829,24B,3F61B,Arc,"SINKRH_78"
cv_2830,24D,3F61B,Arc,"SINKRH_78"
cv_2831,24F,3F61B,Arc,"SINKRH_78"
cv_2832,251,3F61B,Arc,"SINKRH_78"
cv_2833,254,3F61B,Arc,"SINKRH_78"
cv_2834,256,3F61B,Arc,"SINKRH_78"
cv_2835,258,3F61B,Arc,"SINKRH_78"
cv_2836,25B,3F61B,Arc,"SINKRH_78"
cv_2837,25C,3F61B,Arc,"SINKRH_78"
cv_2838,261,3F61B,Arc,"SINKRH_78"
cv_2839,269,3F61B,Arc,"SINKRH_78"
cv_2840,26A,3F61B,Arc,"SINKRH_78"
cv_2841,26D,3F61B,Arc,"SINKRH_78"
cv_2842,26E,3F61B,Arc,"SINKRH_78"
cv_2843,271,3F61B,Arc,"SINKRH_78"
cv_2844,272,3F61B,Arc,"SINKRH_78"
cv_2845,275,3F61B,Arc,"SINKRH_78"
cv_2846,276,3F61B,Arc,"SINKRH_78"
cv_2847,23E,3F61B,Line,"SINKRH_78"
cv_2848,23F,3F61B,Line,"SINKRH_78"
cv_2849,240,3F61B,Line,"SINKRH_78"
cv_2850,241,3F61B,Line,"SINKRH_78"
cv_2851,242,3F61B,Line,"SINKRH_78"
cv_2852,243,3F61B,Line,"SINKRH_78"
cv_2853,244,3F61B,Line,"SINKRH_78"
cv_2854,245,3F61B,Line,"SINKRH_78"
cv_2855,246,3F61B,Line,"SINKRH_78"
cv_2856,248,3F61B,Line,"SINKRH_78"
cv_2857,24A,3F61B,Line,"SINKRH_78"
cv_2858,24C,3F61B,Line,"SINKRH_78"
cv_2859,24E,3F61B,Line,"SINKRH_78"
cv_2860,250,3F61B,Line,"SINKRH_78"
cv_2861,252,3F61B,Line,"SINKRH_78"
cv_2862,253,3F61B,Line,"SINKRH_78"
cv_2863,255,3F61B,Line,"SINKRH_78"
cv_2864,257,3F61B,Line,"SINKRH_78"
cv_2865,259,3F61B,Line,"SINKRH_78"
cv_2866,25A,3F61B,Line,"SINKRH_78"
cv_2867,25D,3F61B,Line,"SINKRH_78"
cv_2868,25E,3F61B,Line,"SINKRH_78"
